Alt_ID,CarModel,Description,ID,Info,Manufacturer,Prod_Cat,Sub_Cat,price
,ford 2018 flex 3.5l+v6+turbocharged,Nighthawk; Up to 50% More Light,H1155NH,Front,GE / TUNGSRAM,electrical-bulb+&+socket,fog / driving light bulb,$8.82
{#9L3Z15B691BA},ford 2018 flex 3.5l+v6+turbocharged,,SW6642,Color - Black; Power Moon Roof,MOTORCRAFT,electrical-switch+&+relay,sunroof/overhead switch,$20.79
,ford 2018 flex 3.5l+v6+turbocharged,VisionPlus; 60% More Light,H11VP,Front,PHILIPS,electrical-bulb+&+socket,fog / driving light bulb,$9.60
,ford 2018 flex 3.5l+v6+turbocharged,CrystalVision Ultra; Bright White Xenon-Look,H11CV,Front,PHILIPS,electrical-bulb+&+socket,fog / driving light bulb,$11.57
,ford 2018 flex 3.5l+v6+turbocharged,X-treme Vision; Up to 100% More Light,H11XV,Front,PHILIPS,electrical-bulb+&+socket,fog / driving light bulb,$12.92
,ford 2018 flex 3.5l+v6+turbocharged,X-treme VisionLED Fog,12794UNIX2,Front,PHILIPS,electrical-bulb+&+socket,fog / driving light bulb,$55.79
{#DA8Z11691AA},ford 2018 flex 3.5l+v6+turbocharged,,DS2517,,STANDARD MOTOR PRODUCTS,electrical-switch+&+relay,instrument panel dimmer switch,$7.66
"{#9L3Z14A701FA, DE9Z14A701BA, SW7337}",ford 2018 flex 3.5l+v6+turbocharged,Seat Switch - Adjusting,SW7259,Front Right; w/ 10 Way Power Seat Adjustment; Color: Black,MOTORCRAFT,electrical-switch+&+relay,power seat switch,$25.79
{#9L3Z14A701FB},ford 2018 flex 3.5l+v6+turbocharged,Seat Switch - Adjusting,SW7260,Front Left; w/ 10 Way Power Seat Adjustment; Color: Black,MOTORCRAFT,electrical-switch+&+relay,power seat switch,$30.79
{#9L3Z14A701A},ford 2018 flex 3.5l+v6+turbocharged,Seat Switch - Adjusting,SW7258,"Fits,Front Right; w/ 6 Way Power Seat Adjuster,Or,Front Left; w/ 6 Way Power Seat Adjuster",MOTORCRAFT,electrical-switch+&+relay,power seat switch,$176.79
"{#5F9Z14A701AA, 9L3Z14A701A}",ford 2018 flex 3.5l+v6+turbocharged,,SM2358,"Fits,Front Left; w/ 6 Way Power Seat,Or,Front Right; w/ 6 Way Power Seat",SHEE-MAR,electrical-switch+&+relay,power seat switch,
"{#1X4314018BA, 1X4Z14018BA, 4794}",ford 2018 flex 3.5l+v6+turbocharged,,SW6169,Hood,MOTORCRAFT,electrical-switch+&+relay,door open warning relay,$5.72
"{#7T4Z7H557A, 9E9Z7H557A, 9E9Z7H557B}",ford 2018 flex 3.5l+v6+turbocharged,,NS657,,STANDARD MOTOR PRODUCTS,electrical-switch+&+relay,neutral safety switch / range sensor,$57.79
,ford 2018 flex 3.5l+v6+turbocharged,T-Series,US431T,,STANDARD MOTOR PRODUCTS,electrical-switch+&+relay,ignition starter switch,$25.89
{#DG9Z11572A},ford 2018 flex 3.5l+v6+turbocharged,,924867,,DORMAN,electrical-switch+&+relay,ignition starter switch,$26.79
"4741031, 98AZ11572A, DG9Z11572A, EC0166151, EC0166151B, EC0166151C, EC0166151D, ECTT66151, YS4Z11572AB, YS4Z11572AC",ford 2018 flex 3.5l+v6+turbocharged,,US431,,STANDARD MOTOR PRODUCTS,electrical-switch+&+relay,ignition starter switch,$29.79
"98AZ11572A, DG9Z11572A, SW6018, SW6343, YS4Z11572AC",ford 2018 flex 3.5l+v6+turbocharged,,SW6958,Key-Integral Fob,MOTORCRAFT,electrical-switch+&+relay,ignition starter switch,$63.79
{#BT4Z10B776AA},ford 2018 flex 3.5l+v6+turbocharged,,US1293,Keyless Ignition; Dash Mounted,STANDARD MOTOR PRODUCTS,electrical-switch+&+relay,ignition starter switch,
{#FL1Z13K359AA},ford 2018 flex 3.5l+v6+turbocharged,,SW7414,w/ Fixed Intermittent Windscreen Wiper; Color: Black,MOTORCRAFT,electrical-switch+&+relay,hazard warning switch,$39.79
{#FL1Z13K359BA},ford 2018 flex 3.5l+v6+turbocharged,,SW7415,w/ Rain Sensitive Wipers; w/ Memory Adjustable Foot Pedals,MOTORCRAFT,electrical-switch+&+relay,hazard warning switch,$40.79
{#BE5Z11654DA},ford 2018 flex 3.5l+v6+turbocharged,,SW6833,w/o Fog Lamps; w/ Automatic Headlamp,MOTORCRAFT,electrical-switch+&+relay,headlamp switch,$19.37
"{#8A8Z11654DA, BE5Z11654DA}",ford 2018 flex 3.5l+v6+turbocharged,,HLS1587,w/o Fog Lights,STANDARD MOTOR PRODUCTS,electrical-switch+&+relay,headlamp switch,$28.79
{#9R3Z11654CA},ford 2018 flex 3.5l+v6+turbocharged,,SW6659,w/ Fog Lamps,MOTORCRAFT,electrical-switch+&+relay,headlamp switch,$41.89
{#9R3Z11654CA},ford 2018 flex 3.5l+v6+turbocharged,,HLS1465,w/ Fog Lights,STANDARD MOTOR PRODUCTS,electrical-switch+&+relay,headlamp switch,
{#BT4Z19D594A},ford 2018 flex 3.5l+v6+turbocharged,Pressure Transducer,SW10101C,,UAC,electrical-switch+&+relay,refrigerant pressure switch,$14.78
"{#BT4Z19D594A, HG1Z19D594A}",ford 2018 flex 3.5l+v6+turbocharged,Pressure Switch,37340,,FOUR SEASONS,electrical-switch+&+relay,refrigerant pressure switch,$28.79
{#FL1Z13K359AA},ford 2018 flex 3.5l+v6+turbocharged,,CBS2289,w/o Automatic Wipers,STANDARD MOTOR PRODUCTS,electrical-switch+&+relay,dimmer switch,$37.79
{#8L8Z14028AA},ford 2018 flex 3.5l+v6+turbocharged,,SW7243,FRONT LEFT; Black,MOTORCRAFT,electrical-switch+&+relay,door lock switch,$11.36
{#8L8Z14028AA},ford 2018 flex 3.5l+v6+turbocharged,,DS1910,2 required per vehicle,STANDARD MOTOR PRODUCTS,electrical-switch+&+relay,door lock switch,$36.99
{#3M5Z9F924AC},ford 2018 flex 3.5l+v6+turbocharged,,SW6546,Located On Brake Pedal,MOTORCRAFT,electrical-switch+&+relay,cruise control release switch,$3.57
{#8L8Z9C888BA},ford 2018 flex 3.5l+v6+turbocharged,,SW6570,Right; w/o Navigation System; w/ Multi-Media Controls; w/o Media Gateway Package,MOTORCRAFT,electrical-switch+&+relay,cruise control switch,$23.79
{#BT4Z9C888CA},ford 2018 flex 3.5l+v6+turbocharged,,SW6783,Right; Black; w/ SYNC,MOTORCRAFT,electrical-switch+&+relay,cruise control switch,$31.79
{#BT4Z9C888BB},ford 2018 flex 3.5l+v6+turbocharged,,SW6822,Left; w/ Adaptive Speed Control; Black,MOTORCRAFT,electrical-switch+&+relay,cruise control switch,$36.79
{#BT4Z9C888AB},ford 2018 flex 3.5l+v6+turbocharged,,SW6821,Left; Black; w/ Speed Control,MOTORCRAFT,electrical-switch+&+relay,cruise control switch,$107.99
"{#AA5Z6K682D, AA5Z6K682F}",ford 2018 flex 3.5l+v6+turbocharged,,2N1056CHR,Left,CARDONE,engine,turbocharger cartridge,
"{#AA5Z6K682C, AA5Z6K682CA, AA5Z6K682E}",ford 2018 flex 3.5l+v6+turbocharged,,2N1057CHR,Right,CARDONE,engine,turbocharger cartridge,
"{#AA5Z6K682D, AA5Z6K682F}",ford 2018 flex 3.5l+v6+turbocharged,,A1150228N,Left,ROTOMASTER,engine,turbocharger cartridge,
"{#AA5Z6K682C, AA5Z6K682CA, AA5Z6K682E}",ford 2018 flex 3.5l+v6+turbocharged,,A1150229N,Right,ROTOMASTER,engine,turbocharger cartridge,
,ford 2018 flex 3.5l+v6+turbocharged,T-Series,SLS510T,,STANDARD MOTOR PRODUCTS,electrical-switch+&+relay,brake light switch,$3.46
"7T4Z13480AA, 8T4Z13480A, BL3Z13480A, GL3Z13480A, SW6559, SW6892",ford 2018 flex 3.5l+v6+turbocharged,,2BLS0025,,HOLSTEIN,electrical-switch+&+relay,brake light switch,$13.17
"{#31264377, 8T4Z13480A, BN7N66490}",ford 2018 flex 3.5l+v6+turbocharged,,V32730010,,VEMO,electrical-switch+&+relay,brake light switch,$15.50
"7T4Z13480AA, 8T4Z13480A, BL3Z13480A, GEG166490, GL3Z13480A",ford 2018 flex 3.5l+v6+turbocharged,,SLS510,,STANDARD MOTOR PRODUCTS,electrical-switch+&+relay,brake light switch,$8.15
"{#BT4Z19D594A, HG1Z19D594A, YH37}",ford 2018 flex 3.5l+v6+turbocharged,,YH2034,Pressure Cut Off Switch; M10 X 1.25 - 6H Thread,MOTORCRAFT,electrical-switch+&+relay,a/c clutch switch,$22.99
"7T4Z13480AA, 8T4T96854M, 8T4Z13480A, BL3Z13480A, GEG166490, SW8241, ZZDA67210",ford 2018 flex 3.5l+v6+turbocharged,,1S10920,,WVE,electrical-switch+&+relay,brake light switch,$11.40
"{#8T4Z13480A, BL3Z13480A, SW6892}",ford 2018 flex 3.5l+v6+turbocharged,,SW6559,w/ Memory Adjustable Foot Pedals,MOTORCRAFT,electrical-switch+&+relay,brake light switch,$23.79
"8T4Z13480A, BL3Z13480A, GL3Z13480A, SW6559, SW6892",ford 2018 flex 3.5l+v6+turbocharged,,SW7810,w/ Memory Adjustable Foot Pedals,MOTORCRAFT,electrical-switch+&+relay,brake light switch,$34.79
"{#227129, AA5Z9F479B, SU13552}",ford 2018 flex 3.5l+v6+turbocharged,,5S12131,,WVE,engine,turbocharger boost sensor,$43.79
{#AA5Z9F479B},ford 2018 flex 3.5l+v6+turbocharged,,MA0037,,NTK,engine,turbocharger boost sensor,$54.89
{#AA5Z9450C},ford 2018 flex 3.5l+v6+turbocharged,Multi-Layered Steel,F32831,Right; Turbocharger to Exhaust Manifold,MAHLE,engine,turbocharger gasket,$6.44
{#AA5Z9448A},ford 2018 flex 3.5l+v6+turbocharged,Multi-Layered Steel,F32832,Left; Turbocharger to Exhaust Manifold,MAHLE,engine,turbocharger gasket,$6.69
,ford 2018 flex 3.5l+v6+turbocharged,,GS33743,Left Turbocharger Mounting Set,MAHLE,engine,turbocharger gasket,$28.79
,ford 2018 flex 3.5l+v6+turbocharged,,GS33744,Right Turbocharger Mounting Set,MAHLE,engine,turbocharger gasket,$28.79
,ford 2018 flex 3.5l+v6+turbocharged,,AA5Z6K682F,Left,MOTORCRAFT,engine,turbocharger,$663.79
,ford 2018 flex 3.5l+v6+turbocharged,,AA5Z6K682E,Right,MOTORCRAFT,engine,turbocharger,$663.79
,ford 2018 flex 3.5l+v6+turbocharged,,2N228,Left,CARDONE,engine,turbocharger,
"{#AA5Z6K682B, AA5Z6K682D, AA5Z6K682F}",ford 2018 flex 3.5l+v6+turbocharged,,014TC24025000,Left; With Actuator,MAHLE / CLEVITE,engine,turbocharger,
"AA5Z6K682A, AA5Z6K682C, AA5Z6K682CA, AA5Z6K682E",ford 2018 flex 3.5l+v6+turbocharged,,014TC24024000,Right; With Actuator,MAHLE / CLEVITE,engine,turbocharger,
{#AA5Z6K682F},ford 2018 flex 3.5l+v6+turbocharged,Remanufactured,2T228,Left,CARDONE,engine,turbocharger,
"{#AA5Z6K682C, AA5Z6K682CA, AA5Z6K682E}",ford 2018 flex 3.5l+v6+turbocharged,Remanufactured,2T226,Right,CARDONE,engine,turbocharger,
{#7T4Z6K254BA},ford 2018 flex 3.5l+v6+turbocharged,,95659,Left Upper; Secondary,CLOYES,engine,timing chain tensioner,$29.79
{#7T4Z6K254AA},ford 2018 flex 3.5l+v6+turbocharged,,95658,Right Upper; Secondary,CLOYES,engine,timing chain tensioner,$29.79
"{#BA5Z6L266B, BL3Z6L266A}",ford 2018 flex 3.5l+v6+turbocharged,,95698,Right,CLOYES,engine,timing chain tensioner,$33.79
"BA5E6L266AB, BA5Z6L266A, BA5Z6L266B, BL3Z6L266A",ford 2018 flex 3.5l+v6+turbocharged,,BT7007,Right; Primary Chain Tensioner,MELLING,engine,timing chain tensioner,$40.79
"7T4E6C271BA, 7T4Z6K254BA, CY01125C0, ZZJ1125C0",ford 2018 flex 3.5l+v6+turbocharged,,BT7004,Left Upper; Secondary Chain Tensioner,MELLING,engine,timing chain tensioner,$52.79
"7T4E6C270BA, 7T4Z6K254AA, CY0112520, ZZJ1125D0",ford 2018 flex 3.5l+v6+turbocharged,,BT7003,Right Upper; Secondary Chain Tensioner,MELLING,engine,timing chain tensioner,$56.79
,ford 2018 flex 3.5l+v6+turbocharged,,JV5183,Valve Cover Gaskets not Included,MAHLE,engine,timing cover gasket,$49.89
,ford 2018 flex 3.5l+v6+turbocharged,,3218,Rear; Automatic Trans,ANCHOR,engine,torque strut mount,$17.65
{#AA5Z6068A},ford 2018 flex 3.5l+v6+turbocharged,Private Label Package,EM4055,Rear,WESTAR,engine,torque strut mount,$20.79
{#AA5Z6068B},ford 2018 flex 3.5l+v6+turbocharged,,EM4056,Front,WESTAR,engine,torque strut mount,$22.99
,ford 2018 flex 3.5l+v6+turbocharged,,3219,Front; Automatic Trans,ANCHOR,engine,torque strut mount,$23.79
{#BA5Z6M256A},ford 2018 flex 3.5l+v6+turbocharged,,95693,Right Upper,CLOYES,engine,timing chain guide,$7.95
{#AA5Z6068A},ford 2018 flex 3.5l+v6+turbocharged,,A5568,Front Right,DEA / MARMON RIDE CONTROL,engine,torque strut mount,$23.79
{#BA5Z6K297B},ford 2018 flex 3.5l+v6+turbocharged,,95694,Left Upper,CLOYES,engine,timing chain guide,$9.18
"{#BA5E6K297AA, BA5Z6M256A, CA5112613}",ford 2018 flex 3.5l+v6+turbocharged,,BG7014,Right; Primary Timing Chain Guide,MELLING,engine,timing chain guide,$11.35
"{#BA5E6K297BA, BA5Z6K297B, CA5112614}",ford 2018 flex 3.5l+v6+turbocharged,,BG7015,Left Upper; Primary Timing Chain Guide,MELLING,engine,timing chain guide,$12.68
{#BA5Z6K255A},ford 2018 flex 3.5l+v6+turbocharged,,95696,Tensioner Arm; Right,CLOYES,engine,timing chain guide,$13.14
{#BA5Z6B274A},ford 2018 flex 3.5l+v6+turbocharged,,95695,Left Lower,CLOYES,engine,timing chain guide,$16.54
"{#BA5E6K255AB, BA5Z6K255A, CA5112670}",ford 2018 flex 3.5l+v6+turbocharged,,BT7010,Primary Chain Tensioner Arm,MELLING,engine,timing chain guide,$17.96
"{#BA5E6B274AB, BA5Z6B274A, CA5112611}",ford 2018 flex 3.5l+v6+turbocharged,,BG7013,Left Lower; Primary Timing Chain Guide,MELLING,engine,timing chain guide,$23.79
"CY0110602, XW4E6700AA, XW4Z6700A, XW4Z6700AA",ford 2018 flex 3.5l+v6+turbocharged,Rubber,67616,Rubber,MAHLE,engine,timing cover seal,$6.43
,ford 2018 flex 3.5l+v6+turbocharged,,2244037,Skirt Coated,MAHLE / CLEVITE,engine,piston,
,ford 2018 flex 3.5l+v6+turbocharged,,90738SBX,"Does NOT contain Camshaft Sprocket, Crankshaft Sprocket or Idler Sprockets.",CLOYES,engine,timing set,$162.79
{#7T4Z6256A},ford 2018 flex 3.5l+v6+turbocharged,,S976T,Front; Chain Rows: 1; Teeth: 25,CLOYES,engine,timing cam sprocket,$11.25
"7T4E6D290AB, 7T4Z6256A, CY0112425, ZZJ112427, ZZJ112427A",ford 2018 flex 3.5l+v6+turbocharged,,S1306,Exhaust,MELLING,engine,timing cam sprocket,$22.89
{#7T4Z6268CA},ford 2018 flex 3.5l+v6+turbocharged,,94227,"Upper; Secondary; Chain Rows: 1; Links: 50; Overall Length: 7-7/8""",CLOYES,engine,timing chain,$8.98
"2432123770, 2432123780, 7T4E6C256AB, 7T4Z6268CA, CY0112231, CY0112231A, ZZJ112231",ford 2018 flex 3.5l+v6+turbocharged,,1048,Secondary Timing Chain,MELLING,engine,timing chain,$10.87
"{#AT4Z6268B, AT4Z6268C, BL3Z6268A}",ford 2018 flex 3.5l+v6+turbocharged,,C738F,"Center; Chain Rows: 1; Links: 254; Overall Length: 31""",CLOYES,engine,timing chain,$68.89
"AT4E6268BE, AT4Z6268B, AT4Z6268C, BL3Z6268A, CA5112201, CA5112201A",ford 2018 flex 3.5l+v6+turbocharged,,1049,Primary Timing Chain,MELLING,engine,timing chain,$83.79
{#AT4Z6840A},ford 2018 flex 3.5l+v6+turbocharged,Molded Rubber,B32188,,MAHLE,engine,oil filter adapter gasket,$2.78
"{#AT4Z6622A, AT4Z6622B, DG1Z6622A}",ford 2018 flex 3.5l+v6+turbocharged,Includes Screen,398S,,MELLING,engine,oil pump pickup tube,$19.85
,ford 2018 flex 3.5l+v6+turbocharged,,OS32455,"Includes Catalytic Converter Gaskets, Oil Drain Plug Gasket, Oil Pump Pickup Tube O-Ring, Turbocharger Return Tube O-Rings, Turbocharger Drain Tube Gasket",MAHLE,engine,oil pan gasket,
"7T4Z6600AA, 7T4Z6600BA, CY0114100, GL3Z6C639A, ZZJ114100B",ford 2018 flex 3.5l+v6+turbocharged,,M390,Standard Volume and Pressure,MELLING,engine,oil pump,$72.79
"7T4Z6600AA, 7T4Z6600BA, CY0114100, GL3Z6C639A, ZZJ114100B",ford 2018 flex 3.5l+v6+turbocharged,,22443678,Standard Volume and Pressure,SEALED POWER,engine,oil pump,
"1F1E6766AA, 1F1Z6766AA, 1F2110235, 1F2210250, 1L2Z6766AA, 4118056, 7034100, 8F1E6766AA, 8F1Z6766A, AJ0310250, AJ5710250, BC3Z6766A, BL3Z6766A, EC3Q6766AA, EC3Z6766A, EL3E6766AA, EL3Z6766A, EP5Z6766A, F2GE6766DA, F2GE6766DB, F2GE6766DC, F2GZ6766A, XS7Z6766AA, XW4Z6766BA, ZZC210250",ford 2018 flex 3.5l+v6+turbocharged,,31275,,GATES,engine,oil filler cap,$1.54
"11117, 12590905, 1331239, 1F1Z6766AA, 1F2110235, 1F2210250, 1L2Z6763AA, 1L2Z6766AA, 1L5Z6763AA, 2L3Z6582AA, 2L3Z6582CA, 2L3Z6582DA, 2L3Z6582FA, 2L3Z6582FB, 4118056, 4527568, 4C2Z6582CA, 4C2Z6582FA, 4C3Z6582AA, 4C3Z6582DA, 4C3Z6582EA, 4L2Z6763AA, 5C3Z6582CA, 6L2Z6763A, 6L2Z6763B, 6L2Z6766A, 7C2Z6582B, 7C3Z6582A, 7L3Z6582B, 8F1Z6766A, 9L2Z6763A, 9L2Z6766A, AJ0310250, AJ5710250, BC3Z6766A, BL3Z6766A, CA6010250, EC3Z6766A, EP5Z6766A, F2GZ6766A, F65Z6582CC, F65Z6582EA, XL3Z6582AA, XL3Z6582BA, XR85227, XS7Z6766AA, XW4Z6766BA, ZZC210250",ford 2018 flex 3.5l+v6+turbocharged,,10117,,STANT,engine,oil filler cap,$1.94
"14119, 19137304, 1F1Z6766AA, 8F1Z6766A, 9L2Z6766A, BC3Z6766A, BL3Z6766AA, EP5Z6766A, EP5Z6766AA, XW4Z6766BA",ford 2018 flex 3.5l+v6+turbocharged,,MO119,,MOTORAD,engine,oil filler cap,$2.27
{#EP5Z6766A},ford 2018 flex 3.5l+v6+turbocharged,,EC787,1/4 Turn Cap,MOTORCRAFT,engine,oil filler cap,$4.53
{#EL3Z6766A},ford 2018 flex 3.5l+v6+turbocharged,,EC789,EL3E-6766-AA,MOTORCRAFT,engine,oil filler cap,$4.95
,ford 2018 flex 3.5l+v6+turbocharged,,DP8031,Zinc alloy. With rubber flange.,ENGINETECH,engine,oil drain plug,$1.84
"0901751, 090175CD, 11519933, 1151A78J01, 11562588, 65430, 9L8Z6730A, AJ813123, CA6010404, CY0110404, GY0110404, ZZC410404",ford 2018 flex 3.5l+v6+turbocharged,M12 x 1.75 Thread,090175,,DORMAN,engine,oil drain plug,$2.31
,ford 2018 flex 3.5l+v6+turbocharged,Twist Style; Twist Drain Solution,092018,,DORMAN,engine,oil drain plug,$8.51
,ford 2018 flex 3.5l+v6+turbocharged,,PH500,,CHAMP,engine,oil filter,$1.47
"{#12684608, 12690385, PF63EF}",ford 2018 flex 3.5l+v6+turbocharged,Professional,PF63E,,ACDELCO,engine,oil filter,$3.38
,ford 2018 flex 3.5l+v6+turbocharged,,LF641,,HASTINGS,engine,oil filter,$3.53
"{#AA5Z6714A, FL500SB12}",ford 2018 flex 3.5l+v6+turbocharged,,FL500S,,MOTORCRAFT,engine,oil filter,$3.71
"{#AA5Z6714A, BU2Z6731A, ZZC423802}",ford 2018 flex 3.5l+v6+turbocharged,FTF Engine Oil Filter,1502021,,DENSO,engine,oil filter,$4.21
"0FE00386, 4151YZZA6, AA5Z6714A, FL500S, FP10575, FPS10575, HM10575, LF17531, OFE00386, P577066, PH10575, TG10575, TY26837, ZZC423802",ford 2018 flex 3.5l+v6+turbocharged,Factory filled synthetic oil,57502,Original Equipment Part Number: AA5Z6714A,WIX,engine,oil filter,$4.81
"100255, 19330000, 5184231AA, 89017525, AA5Z6714A, BU2Z6731A, PH10590, ZZC423802",ford 2018 flex 3.5l+v6+turbocharged,"Extra Guard; Spin-On; Includes Gasket; 4.06"" tall, 3"" in diameter",PH10575,Spin-on Oil Filter,FRAM,engine,oil filter,$5.06
,ford 2018 flex 3.5l+v6+turbocharged,Premium Oil Filter,3502,,BOSCH,engine,oil filter,$6.25
"5184231AA, 89017524, 89017525, AA5Z6714A, ZZC423802",ford 2018 flex 3.5l+v6+turbocharged,Tough Guard; Spin-On,TG10575,Spin-on Oil Filter,FRAM,engine,oil filter,$6.34
{#12693541},ford 2018 flex 3.5l+v6+turbocharged,Professional,UPF63R,,ACDELCO,engine,oil filter,$6.76
,ford 2018 flex 3.5l+v6+turbocharged,High Performance; Spin-on,HP19,Spin-on,FRAM,engine,oil filter,$12.15
,ford 2018 flex 3.5l+v6+turbocharged,New,FG1Z6006E,Transfer Cam And Crank Sensors If OEM Engine Has 2 Wire Sensors,MOTORCRAFT,engine,long block,"$3,994.79"
{#9L8Z6730A},ford 2018 flex 3.5l+v6+turbocharged,Molded Rubber,B32655,M10 or 3/8 IN Drain Plug Gasket Size,MAHLE,engine,oil drain plug gasket,$0.94
"{#0971461, 971461, F75Z6734AA}",ford 2018 flex 3.5l+v6+turbocharged,"Rubber Gasket; Rubber Gasket; Rubber; Size; M14, 1/2""; Inside Dia: 12.75mm; Outside Dia.: 19.38mm; Thickness: 2.67mm",097146,,DORMAN,engine,oil drain plug gasket,$1.77
,ford 2018 flex 3.5l+v6+turbocharged,Set; Molded Rubber,MS19924,"Includes Thermostat Seal, Thermostat Housing Gasket, Throttle Body Gasket, Water Crossover Gaskets",MAHLE,engine,intake manifold gasket,$33.79
"7T4Z6312B, 7T4Z6316AA, 8T4Z6312A, CA0211400, CY0111400, KT4Z6312A, ZZJ111371, ZZJ111400",ford 2018 flex 3.5l+v6+turbocharged,,594401,,DORMAN,engine,harmonic balancer,
{#AT4Z6840B},ford 2018 flex 3.5l+v6+turbocharged,Molded Rubber,B32189,,MAHLE,engine,oil cooler gasket,$2.68
,ford 2018 flex 3.5l+v6+turbocharged,,3305,Right,ANCHOR,engine,motor mount,$49.79
{#AA5Z6038D},ford 2018 flex 3.5l+v6+turbocharged,,A5771,Front,DEA / MARMON RIDE CONTROL,engine,motor mount,$49.79
,ford 2018 flex 3.5l+v6+turbocharged,,600040,Right,PIONEER,engine,motor mount,
,ford 2018 flex 3.5l+v6+turbocharged,,V4499S, .2155 stem. 1.220 head. Inconel & Stellite.,ENGINETECH,engine,exhaust valve,$8.53
{#AA5Z6505A},ford 2018 flex 3.5l+v6+turbocharged,,V3345S,,MELLING,engine,exhaust valve,$10.38
{#XO5W30QSP},ford 2018 flex 3.5l+v6+turbocharged,Premium Synthetic Blend; SAE 5W-30; 1 Quart,XO5W30Q1SP,Engine Oil Capacity (Refill): 6.0 qts,MOTORCRAFT,engine,oil,$3.67
,ford 2018 flex 3.5l+v6+turbocharged,High Mileage w/ MaxLife Technology Synthetic Blend SAE 5W-30; Easy Pour; 5 Quarts,881163,6.02 Quart Capacity; 5.7 Liter Capacity,VALVOLINE,engine,oil,$26.79
"109230, 109234, 88865905, 88865991",ford 2018 flex 3.5l+v6+turbocharged,dexos1 Gen 2; Full Synthetic; SAE 5W-30; 1 Quart,109246," Engine Oil Capacity: 6.02 US quarts; Use condition: severe, Flexible (max); Ambient Temperature Rating: Above -30 degree C",ACDELCO,engine,oil,$3.75
"109050, 109232, 19293000, 88865553, 88865907",ford 2018 flex 3.5l+v6+turbocharged,dexos1 Gen 2; Full Synthetic; SAE 0W-20; 1 Quart,109236," FWD; Engine Oil Capacity: 6.02 US quarts; Use condition: severe, Flexible (max)",ACDELCO,engine,oil,$4.05
{#XO5W30QFS},ford 2018 flex 3.5l+v6+turbocharged,Full Synthetic; SAE 5W-30; 1 Quart,XO5W30Q1FS,Engine Oil Capacity (Refill): 6.0 qts,MOTORCRAFT,engine,oil,$5.01
,ford 2018 flex 3.5l+v6+turbocharged,Advanced Full Synthetic SAE 5W-30; 1 Quart,VV955,6.02 Quart Capacity; 5.7 Liter Capacity,VALVOLINE,engine,oil,$5.78
,ford 2018 flex 3.5l+v6+turbocharged,Full Synthetic High Mileage w/ MaxLife Technology SAE 5W-30; 1 Quart,VV179,6.02 Quart Capacity; 5.7 Liter Capacity,VALVOLINE,engine,oil,$7.27
,ford 2018 flex 3.5l+v6+turbocharged,Modern Engine SAE 5W-30 Full Synthetic; 1 Quart,882228,6.02 Quart Capacity; 5.7 Liter Capacity,VALVOLINE,engine,oil,$9.01
{#88865743},ford 2018 flex 3.5l+v6+turbocharged,dexos1 Gen 2; Full Synthetic; SAE 5W-30; 5 Quart,109147," Engine Oil Capacity: 6.02 US quarts; Use condition: severe, Flexible (max); Ambient Temperature Rating: Above -30 degree C",ACDELCO,engine,oil,$18.63
"{#109148, 88865744, 88865908}",ford 2018 flex 3.5l+v6+turbocharged,dexos1 Gen 2; Full Synthetic; SAE 0W-20; 5 Quart,109237," FWD; Engine Oil Capacity: 6.02 US quarts; Use condition: severe, Flexible (max)",ACDELCO,engine,oil,$19.99
,ford 2018 flex 3.5l+v6+turbocharged,Special Tec AA SAE 5W-30; 5 Liters,20138,OEM Note: To improve cold start in extreme climates where the ambient temperature is -22 F (-30 C) or below use 0W-30,LIQUI MOLY,engine,oil,$26.99
,ford 2018 flex 3.5l+v6+turbocharged,Full Synthetic High Mileage w/ MaxLife Technology SAE 5W-30; Easy Pour; 5 Quarts,881169,6.02 Quart Capacity; 5.7 Liter Capacity,VALVOLINE,engine,oil,$32.79
,ford 2018 flex 3.5l+v6+turbocharged,Advanced Full Synthetic SAE 5W-30; Easy Pour; 5 Quarts,881164,6.02 Quart Capacity; 5.7 Liter Capacity,VALVOLINE,engine,oil,$34.89
,ford 2018 flex 3.5l+v6+turbocharged,Modern Engine SAE 5W-30 Full Synthetic; Easy Pour; 5 Quarts,882251,6.02 Quart Capacity; 5.7 Liter Capacity,VALVOLINE,engine,oil,$43.79
{#BL3Z6051H},ford 2018 flex 3.5l+v6+turbocharged,Multi-Layered Steel; Head Gasket Only,54989,Left,MAHLE,engine,cylinder head gasket,$27.79
{#BL3Z6051G},ford 2018 flex 3.5l+v6+turbocharged,Multi-Layered Steel; Head Gasket Only,54988,Right,MAHLE,engine,cylinder head gasket,$27.89
{#AA5Z6079B},ford 2018 flex 3.5l+v6+turbocharged,Set,HS54989A,"Cylinder Head Bolts Not Included, Fuel Injector Mounting Hardware Not Included",MAHLE,engine,cylinder head gasket,
"{#AA5Z6065AB, AT4Z6065B}",ford 2018 flex 3.5l+v6+turbocharged,Set,GS33715,"Contains (8) M12 X 145mm, 6pt Hex Head Bolts",MAHLE,engine,cylinder head bolt,$39.89
"{#9L8Z6G004B, 9L8Z6G004E}",ford 2018 flex 3.5l+v6+turbocharged,,TS653,,STANDARD MOTOR PRODUCTS,engine,cylinder head temperature sensor,$11.07
,ford 2018 flex 3.5l+v6+turbocharged,,V4500, .2160 stem. 1.457 head.,ENGINETECH,engine,intake valve,$3.89
